#  x                 y             frequency           rot. str.
0.0      1.08650157835      12.48      4.06
0.500062507813      1.15485157625      36.07      -0.27
1.00012501563      1.22849440648      38.18      -0.25
1.50018752344      1.3078351309      51.23      -0.60
2.00025003125      1.39328712093      80.09      -2.32
2.50031253907      1.48526224455      130.78      0.65
3.00037504688      1.58415692167      135.03      -1.68
3.50043755469      1.69033291439      146.54      2.58
4.00050006251      1.80409156171      156.45      -4.47
4.50056257032      1.92564008019      158.41      -6.24
5.00062507813      2.05504860677      202.28      -2.02
5.50068758595      2.19219696588      220.16      4.68
6.00075009376      2.33671084969      232.02      8.43
6.50081260158      2.48788838655      245.23      19.00
7.00087510939      2.64462012547      254.79      17.77
7.5009376172      2.8053084065      287.22      -67.54
8.00100012502      2.96779587074      292.05      -18.04
8.50106263283      3.12931710529      317.73      -9.82
9.00112514064      3.28649122292      343.39      -1.53
9.50118764846      3.43537504072      353.45      13.31
10.0012501563      3.5715944698      372.40      -6.63
10.5013126641      3.69056385713      394.59      5.26
11.0013751719      3.7877885083      421.63      1.04
11.5014376797      3.85922593619      424.86      -0.71
12.0015001875      3.90166102572      458.93      -2.65
12.5015626953      3.91303617424      471.11      17.17
13.0016252032      3.89267642738      512.17      13.05
13.501687711      3.84136501593      526.08      -8.91
14.0017502188      3.76125371379      542.80      -3.80
14.5018127266      3.6556264473      552.03      -8.27
15.0018752344      3.52856269902      561.41      -4.48
15.5019377422      3.3845612325      577.87      1.00
16.00200025      3.2281822904      598.16      -8.17
16.5020627578      3.06375145767      608.81      -1.22
17.0021252657      2.8951478346      631.26      -8.87
17.5021877735      2.72567979412      657.15      -12.03
18.0022502813      2.55803764047      658.28      3.83
18.5023127891      2.39430517334      669.47      3.08
19.0023752969      2.23601052951      700.04      -3.14
19.5024378047      2.08419877935      731.74      -4.50
20.0025003125      1.93951264886      767.59      -41.23
20.5025628204      1.80227196768      777.76      8.94
21.0026253282      1.67254616489      792.56      -0.11
21.502687836      1.55021699964      818.73      -22.88
22.0027503438      1.43503069575      839.13      54.55
22.5028128516      1.32663988082      851.19      -9.83
23.0028753594      1.22463639904      860.87      -1.31
23.5029378672      1.12857635049      865.78      -12.87
24.003000375      1.03799875411      869.17      -9.85
24.5030628829      0.952439142713      880.43      -14.16
25.0031253907      0.87143924742      892.78      50.44
25.5031878985      0.79455376078      929.28      -28.54
26.0032504063      0.721355007684      941.93      18.24
26.5033129141      0.651436213322      947.33      5.28
27.0033754219      0.584413942492      979.78      1.94
27.5034379297      0.519930193294      983.53      3.82
28.0035004376      0.457654555962      989.31      -0.30
28.5035629454      0.397286786784      1001.36      18.69
29.0036254532      0.338560087131      1022.11      46.51
29.503687961      0.281245304963      1027.05      -18.89
30.0037504688      0.225156174191      1051.65      -0.94
30.5038129766      0.170155557516      1060.22      -80.77
31.0038754844      0.116162443741      1064.01      33.10
31.5039379922      0.0631591621397      1069.67      144.29
32.0040005001      0.011197923296      1084.22      17.93
32.5040630079      -0.0395945815377      1108.58      39.73
33.0041255157      -0.0890161096387      1112.37      -17.57
33.5041880235      -0.136793047561      1125.89      1.32
34.0042505313      -0.182591373886      1155.98      -11.66
34.5043130391      -0.226035299103      1159.08      3.98
35.0043755469      -0.266733388092      1171.49      -3.12
35.5044380548      -0.304310578014      1175.84      -15.07
36.0045005626      -0.338443123196      1201.99      -246.72
36.5045630704      -0.36889251596      1209.78      -9.78
37.0046255782      -0.395534153803      1225.50      3.89
37.504688086      -0.418377041298      1235.94      -17.04
38.0047505938      -0.437571989287      1253.12      44.60
38.5048131016      -0.453407329927      1264.30      200.92
39.0048756095      -0.466292820252      1268.02      25.93
39.5049381173      -0.476733920697      1275.00      -2.30
40.0050006251      -0.485299792232      1285.30      3.78
40.5050631329      -0.492588950112      1294.64      -65.68
41.0051256407      -0.499196405061      1311.53      -6.23
41.5051881485      -0.505685336171      1329.74      -4.96
42.0052506563      -0.512565089685      1342.33      -12.02
42.5053131641      -0.520275921675      1346.24      -5.17
43.005375672      -0.529179727179      1350.40      -40.81
43.5054381798      -0.539555231096      1354.12      -56.23
44.0055006876      -0.551595813042      1357.02      18.64
44.5055631954      -0.56540824064      1371.15      11.28
45.0056257032      -0.581010985494      1379.22      32.13
45.505688211      -0.598331391266      1379.88      -29.11
46.0057507188      -0.617201682383      1386.08      16.87
46.5058132267      -0.637354598734      1402.06      20.47
47.0058757345      -0.658420267026      1406.03      21.66
47.5059382423      -0.679926682932      1426.23      50.77
48.0060007501      -0.701306714839      1466.14      19.26
48.5060632579      -0.721914602052      1479.47      4.39
49.0061257657      -0.741054221525      1490.61      3.95
49.5061882735      -0.758019727129      1492.58      -10.21
50.0062507813      -0.772146562871      1499.74      -1.28
50.5063132892      -0.782867763424      1500.80      1.90
51.006375797      -0.789767759303      1505.69      0.20
51.5064383048      -0.792624678493      1511.44      31.24
52.0065008126      -0.791433195314      1511.90      -10.67
52.5065633204      -0.786403378361      1547.54      -11.71
53.0066258282      -0.777935840609      1611.10      17.87
53.506688336      -0.766578261384      1630.64      -1.13
54.0067508439      -0.752971536358      1664.46      10.70
54.5068133517      -0.737794620713      2209.40      -4.17
55.0068758595      -0.721715715921      3006.73      2.99
