#  x                 y             frequency           rot. str.
0.0      0.605453724113      14.59      3.47
0.500062507813      0.643999811868      34.50      -4.97
1.00012501563      0.685576557496      38.95      1.03
1.50018752344      0.730446179925      54.84      2.40
2.00025003125      0.778889583539      68.42      0.32
2.50031253907      0.831205483742      107.77      0.07
3.00037504688      0.887708497038      139.20      1.17
3.50043755469      0.948725802983      147.53      0.78
4.00050006251      1.01459187407      156.63      -5.35
4.50056257032      1.08564063844      170.72      -3.01
5.00062507813      1.16219429269      193.42      -2.51
5.50068758595      1.24454782785      223.71      -0.16
6.00075009376      1.33294819034      232.74      7.38
6.50081260158      1.42756690708      246.48      -1.53
7.00087510939      1.52846501667      250.51      16.88
7.5009376172      1.63554935322      277.50      -34.06
8.00100012502      1.74851974549      292.59      -18.73
8.50106263283      1.86680767039      314.64      -6.15
9.00112514064      1.98950849824      342.43      2.29
9.50118764846      2.11531181109      349.32      2.83
10.0012501563      2.24243736703      364.73      -5.27
10.5013126641      2.36858787048      383.93      1.84
11.0013751719      2.49093313378      421.02      -6.05
11.5014376797      2.60614230736      424.21      4.92
12.0015001875      2.7104799887      451.29      -3.95
12.5015626953      2.79997649259      470.32      -1.59
13.0016252032      2.8706713832      512.62      24.44
13.501687711      2.91891327745      527.34      -9.34
14.0017502188      2.94168120309      543.15      1.05
14.5018127266      2.93687900229      555.85      -9.39
15.0018752344      2.9035505326      575.65      -3.30
15.5019377422      2.84197349167      578.52      6.62
16.00200025      2.75361242411      597.82      -6.88
16.5020627578      2.64094039708      608.87      -1.19
17.0021252657      2.50716471057      630.89      -7.02
17.5021877735      2.35590697723      655.99      -1.38
18.0022502813      2.19088882921      657.30      -0.99
18.5023127891      2.01566362763      669.28      2.11
19.0023752969      1.83341750619      698.28      -4.84
19.5024378047      1.64684591851      729.28      -9.50
20.0025003125      1.45809876171      766.85      -38.57
20.5025628204      1.26877970307      775.67      8.06
21.0026253282      1.07998304268      792.93      -0.01
21.502687836      0.892352746421      819.36      -27.64
22.0027503438      0.706151465957      838.70      58.49
22.5028128516      0.521331078277      848.04      -4.38
23.0028753594      0.337599698009      858.09      -9.50
23.5029378672      0.154482866886      865.24      -6.89
24.003000375      -0.0286213627366      876.95      -5.71
24.5030628829      -0.212392367096      887.22      16.25
25.0031253907      -0.397539961253      895.63      14.04
25.5031878985      -0.584758017679      920.04      3.33
26.0032504063      -0.774675978468      933.25      -11.63
26.5033129141      -0.967805511972      946.89      2.24
27.0033754219      -1.16447977068      972.98      0.62
27.5034379297      -1.3647832443      979.48      2.89
28.0035004376      -1.56847122606      986.02      2.60
28.5035629454      -1.77487962926      1001.45      14.79
29.0036254532      -1.98282852643      1020.88      63.42
29.503687961      -2.19052648984      1026.82      -15.84
30.0037504688      -2.39548753783      1051.39      -17.68
30.5038129766      -2.59447778029      1062.12      12.40
31.0038754844      -2.78351362826      1064.65      142.08
31.5039379922      -2.95793585503      1074.31      -68.36
32.0040005001      -3.11258143751      1085.41      -10.30
32.5040630079      -3.24206557927      1110.27      -18.40
33.0041255157      -3.34116849984      1112.42      17.96
33.5041880235      -3.405297105      1124.89      -9.57
34.0042505313      -3.43096587998      1158.70      5.56
34.5043130391      -3.41622267049      1167.94      -6.42
35.0043755469      -3.36094201253      1172.37      0.20
35.5044380548      -3.26692588051      1175.29      -17.83
36.0045005626      -3.13778638762      1195.07      -152.54
36.5045630704      -2.97862722603      1209.13      -44.29
37.0046255782      -2.79557760832      1223.60      81.73
37.504688086      -2.59525406989      1225.33      -15.54
38.0047505938      -2.38422828596      1251.35      44.28
38.5048131016      -2.16856626264      1266.40      15.69
39.0048756095      -1.95348261226      1272.85      -12.35
39.5049381173      -1.74312975697      1281.54      114.55
40.0050006251      -1.54052037968      1284.88      -0.06
40.5050631329      -1.34756470223      1297.61      -103.54
41.0051256407      -1.16519337105      1310.21      -14.90
41.5051881485      -0.993532268001      1329.26      -3.98
42.0052506563      -0.83209704478      1341.33      -9.18
42.5053131641      -0.679981257005      1343.54      -13.93
43.005375672      -0.536020553411      1348.37      -31.86
43.5054381798      -0.398924217661      1351.69      13.11
44.0055006876      -0.267372736431      1356.43      19.11
44.5055631954      -0.140085114677      1370.33      12.73
45.0056257032      -0.0158623370007      1378.97      -12.40
45.505688211      0.106385831062      1384.60      -19.03
46.0057507188      0.227623927656      1385.77      11.59
46.5058132267      0.348678023773      1403.11      20.26
47.0058757345      0.470222586765      1405.30      25.95
47.5059382423      0.592763687001      1430.24      50.24
48.0060007501      0.716616421607      1457.83      -4.63
48.5060632579      0.841875615385      1481.16      -2.03
49.0061257657      0.968380205592      1492.01      -4.48
49.5061882735      1.09567337504      1494.96      -0.43
50.0062507813      1.22296256632      1498.86      -10.80
50.5063132892      1.34908595283      1500.72      1.15
51.006375797      1.47249448579      1503.61      26.14
51.5064383048      1.5912606687      1508.52      -3.78
52.0065008126      1.70312576047      1511.79      0.09
52.5065633204      1.80559498133      1551.21      -0.68
53.0066258282      1.8960844869      1604.73      30.22
53.506688336      1.97211422484      1633.59      -0.56
54.0067508439      2.03152866657      1666.21      3.28
54.5068133517      2.07271597281      2210.42      -4.40
55.0068758595      2.0947896671      3006.32      -4.72
55.5069383673      2.09769902537      3013.05      -0.44
56.0070008751      2.08224615891      3021.44      4.06
56.5070633829      2.0500064048      3033.07      -4.01
57.0071258907      2.00316836498      3034.46      4.00
57.5071883985      1.94432447953      3046.30      -38.41
58.0072509064      1.87624842289      3050.49      17.62
58.5073134142      1.80169167648      3061.78      -2.40
59.007375922      1.7232213559      3064.28      42.91
59.5074384298      1.64310904943      3069.36      -2.26
60.0075009376      1.56326971477      3072.73      37.00
60.5075634454      1.48524256042      3081.10      -26.95
61.0076259532      1.41020259463      3091.21      5.37
61.5076884611      1.33899135589      3130.71      14.03
62.0077509689      1.27215705983      3131.48      -2.65
62.5078134767      1.20999693702      3136.04      -3.95
63.0078759845      1.15259715562      3192.08      -0.29
63.5079384923      1.09986802685      3199.99      -1.23
64.0080010001      1.05157403391      3213.37      0.40
64.5080635079      1.00735959026      3227.36      1.11
65.0081260158      0.966772338698      3469.70      -12.42
65.5081885236      0.929286234075      3803.62      8.20
66.0082510314       0.894326553102
66.5083135392       0.861298278855
67.008376047       0.82961802592
67.5084385548       0.798747987456
68.0085010626       0.768228706136
68.5085635704       0.737706366718
69.0086260783       0.706950304842
69.5086885861       0.675857732848
70.0087510939       0.64444500909
70.5088136017       0.612827395799
71.0088761095       0.581191307668
71.5089386173       0.549763951654
72.0090011251       0.518784890023
72.509063633       0.488482769093
73.0091261408       0.459058808447
73.5091886486       0.430677152282
74.0092511564       0.403461146678
74.5093136642       0.377494092209
75.009376172       0.352822937915
75.5094386798       0.329463573232
76.0095011876       0.307406688616
76.5095636955       0.286623505226
77.0096262033       0.267070958337
77.5096887111       0.248696134852
78.0097512189       0.23143991235
78.5098137267       0.215239837126
