#  x                 y             frequency           rot. str.
0.0      -0.20977649286      24.41      -5.70
0.500062507813      -0.223440068931      39.07      6.94
1.00012501563      -0.238022799328      44.46      -4.23
1.50018752344      -0.253597616674      55.81      9.81
2.00025003125      -0.270244114164      81.36      -1.14
2.50031253907      -0.288049215704      134.74      -2.42
3.00037504688      -0.307107915381      142.92      -0.81
3.50043755469      -0.327524092476      148.77      -1.03
4.00050006251      -0.349411408358      159.47      0.57
4.50056257032      -0.372894291471      177.85      -13.35
5.00062507813      -0.398109016217      203.05      -1.43
5.50068758595      -0.425204880646      219.71      -9.18
6.00075009376      -0.454345486406      230.22      0.93
6.50081260158      -0.485710122012      247.60      24.13
7.00087510939      -0.51949524693      263.95      3.34
7.5009376172      -0.555916068789      265.94      4.94
8.00100012502      -0.595208198538      306.04      26.75
8.50106263283      -0.637629358023      321.86      17.51
9.00112514064      -0.683461099958      339.39      20.37
9.50118764846      -0.733010480624      350.55      -6.07
10.0012501563      -0.786611598938      372.37      -16.66
10.5013126641      -0.844626879809      391.55      -5.07
11.0013751719      -0.907447932325      402.16      1.84
11.5014376797      -0.975495750989      447.23      -4.44
12.0015001875      -1.04921994736      465.13      -1.37
12.5015626953      -1.12909659569      490.56      16.23
13.0016252032      -1.2156241452      512.29      0.72
13.501687711      -1.30931668973      522.59      -20.91
14.0017502188      -1.41069369042      543.11      13.87
14.5018127266      -1.5202650204      556.37      0.20
15.0018752344      -1.63850995162      565.06      2.18
15.5019377422      -1.76584845294      592.22      -1.31
16.00200025      -1.90260295723      607.94      1.60
16.5020627578      -2.04894865249      633.62      -6.61
17.0021252657      -2.20485046795      643.74      7.58
17.5021877735      -2.36998542206      647.40      28.57
18.0022502813      -2.54365009109      663.22      -15.78
18.5023127891      -2.72465490162      677.55      -0.81
19.0023752969      -2.91121000363      709.36      18.12
19.5024378047      -3.10081179332      719.18      -19.62
20.0025003125      -3.29014460731      757.93      -5.52
20.5025628204      -3.475018075      774.88      -37.93
21.0026253282      -3.65036571968      792.35      -2.79
21.502687836      -3.81033241285      814.88      -34.02
22.0027503438      -3.94847438977      832.46      16.81
22.5028128516      -4.05808317199      846.41      38.55
23.0028753594      -4.13262312101      854.20      23.01
23.5029378672      -4.16624410673      867.13      11.77
24.003000375      -4.15430282776      882.29      -40.71
24.5030628829      -4.09380860981      909.24      10.64
25.0031253907      -3.98371127327      914.68      -11.38
25.5031878985      -3.82497350936      937.54      -0.36
26.0032504063      -3.62041289859      939.91      -3.48
26.5033129141      -3.37434628198      946.48      -2.78
27.0033754219      -3.09210648392      963.91      -1.74
27.5034379297      -2.77951785078      975.69      1.00
28.0035004376      -2.44241090373      988.62      3.66
28.5035629454      -2.08623385155      989.98      -1.38
29.0036254532      -1.71578983064      1019.48      -1.85
29.503687961      -1.33510264979      1027.76      6.19
30.0037504688      -0.947395828373      1048.43      -23.49
30.5038129766      -0.555160976153      1051.69      12.17
31.0038754844      -0.160290344354      1059.60      -27.35
31.5039379922      0.235748237197      1071.85      12.28
32.0040005001      0.631710676293      1076.12      67.44
32.5040630079      1.02636208189      1102.66      43.80
33.0041255157      1.41825730078      1119.91      17.19
33.5041880235      1.80552499436      1127.58      -11.30
34.0042505313      2.18566601103      1152.35      19.26
34.5043130391      2.55538162578      1161.07      -23.02
35.0043755469      2.91045375705      1168.85      5.09
35.5044380548      3.245705913      1178.42      5.10
36.0045005626      3.55507774966      1208.06      -11.09
36.5045630704      3.83184427033      1222.00      51.94
37.0046255782      4.06899930842      1234.39      -56.38
37.504688086      4.2597999668      1239.68      -13.09
38.0047505938      4.39843564719      1253.72      14.87
38.5048131016      4.48074877528      1257.74      6.29
39.0048756095      4.50490540585      1272.97      14.27
39.5049381173      4.47190460703      1277.02      1.82
40.0050006251      4.38583310026      1289.98      5.30
40.5050631329      4.25381366378      1299.35      -6.08
41.0051256407      4.08564992716      1315.29      7.08
41.5051881485      3.89321943377      1332.25      -9.70
42.0052506563      3.68969789824      1340.97      -15.67
42.5053131641      3.48870663103      1344.10      -7.07
43.005375672      3.30346782452      1354.02      11.34
43.5054381798      3.1460385666      1356.32      2.51
44.0055006876      3.0266812198      1360.56      -48.58
44.5055631954      2.95341604523      1372.61      12.69
45.0056257032      2.93178753569      1375.95      1.58
45.505688211      2.96485448777      1385.78      -15.28
46.0057507188      3.05338546956      1390.73      -8.49
46.5058132267      3.19621184458      1400.14      -4.56
47.0058757345      3.39066861318      1413.56      9.03
47.5059382423      3.63304582042      1425.37      -13.56
48.0060007501      3.91898156231      1468.45      -9.35
48.5060632579      4.24374761142      1477.68      -3.28
49.0061257657      4.60240351267      1492.94      9.14
49.5061882735      4.98981841225      1493.93      -11.30
50.0062507813      5.40057838111      1500.28      -1.61
50.5063132892      5.82881010848      1502.58      22.07
51.006375797      6.26796103879      1504.82      7.32
51.5064383048      6.71058312786      1509.71      -22.73
52.0065008126      7.14817318471      1513.95      -3.03
52.5065633204      7.57112610286      1544.67      3.97
53.0066258282      7.96885493149      1606.92      -10.52
53.506688336      8.33011912351      1622.90      7.63
54.0067508439      8.64357543494      1662.10      -16.66
54.5068133517      8.89852432932      2208.49      10.64
55.0068758595      9.08577420698      3010.13      -1.63
55.5069383673      9.19849944066      3013.88      -8.86
56.0070008751      9.23294341381      3016.83      3.32
56.5070633829      9.18882897972      3030.64      1.30
57.0071258907      9.06938920943      3041.15      -41.10
57.5071883985      8.88100869498      3043.94      11.85
58.0072509064      8.63254592079      3060.10      29.45
58.5073134142      8.33446492957      3062.20      9.27
59.007375922      7.99792434164      3062.95      -30.48
59.5074384298      7.63395386367      3072.59      7.33
60.0075009376      7.25280556336      3077.10      1.10
60.5075634454      6.86351698426      3086.48      18.03
61.0076259532      6.4736802349      3125.98      8.92
61.5076884611      6.08938312847      3134.87      -0.18
62.0077509689      5.71527607357      3138.61      3.35
62.5078134767      5.35471823887      3159.76      -0.33
63.0078759845      5.00996362378      3168.31      3.20
63.5079384923      4.68235769501      3187.31      0.11
64.0080010001      4.37252520904      3203.45      0.04
64.5080635079      4.08053815909      3270.94      -1.29
65.0081260158      3.80605894368      3471.83      17.29
65.5081885236      3.54845795978      3798.72      -5.36
66.0082510314       3.30690726852
66.5083135392       3.080453222
67.008376047       2.86807138172
67.5084385548       2.66870702222
68.0085010626       2.48130422039
68.5085635704       2.30482613108
69.0086260783       2.13826863076
69.5086885861       1.98066912435
70.0087510939       1.831111978
70.5088136017       1.68873177202
71.0088761095       1.55271536082
71.5089386173       1.42230357615
72.0090011251       1.29679330501
72.509063633       1.17554060399
73.0091261408       1.05796546101
73.5091886486       0.943558762923
74.0092511564       0.831891945676
74.5093136642       0.722629654811
75.009376172       0.615545480769
75.5094386798       0.510540401066
76.0095011876       0.407662908298
76.5095636955       0.307128901416
77.0096262033       0.209338299886
77.5096887111       0.114884145414
78.0097512189       0.0245489776628
78.5098137267       -0.0607170280073
79.0098762345       -0.139840721988
79.5099387423       -0.211695314923
80.0100012502       -0.275191738588
80.510063758       -0.329383656099
81.0101262658       -0.373572277573
81.5101887736       -0.407393952603
82.0102512814       -0.430874376077
82.5103137892       -0.444438697724
83.010376297       -0.448875613203
83.5104388049       -0.445262923399
84.0105013127       -0.434869084179
84.5105638205       -0.419047997884
85.0106263283       -0.399142566607
85.5106888361       -0.376407721669
86.0107513439       -0.351957798776
86.5108138517       -0.326738001333
87.0108763595       -0.301516252259
87.5109388674       -0.276890133858
88.0110013752       -0.253303482566
88.511063883       -0.231067973385
89.0111263908       -0.210386177959
89.5111888986       -0.191373746936
90.0112514064       -0.174079354716
90.5113139142       -0.158501783089
91.0113764221       -0.144604017214
91.5114389299       -0.132324526523
92.0115014377       -0.121586057408
92.5115639455       -0.112302321986
93.0116264533       -0.104382965814
93.5116889611       -0.0977371640703
94.0117514689       -0.0922761482754
94.5118139767       -0.0879149149132
95.0118764846       -0.0845733193487
95.5119389924       -0.0821767161005
96.0120015002       -0.0806562707651
96.512064008       -0.0799490396201
97.0121265158       -0.079997889522
97.5121890236       -0.0807513123155
98.0122515314       -0.0821631737303
98.5123140393       -0.0841924258373
99.0123765471       -0.0868028038948
99.5124390549       -0.0899625222327
100.012501563       -0.0936439792436
100.512564071       -0.0978234781872
101.012626578       -0.10248096808
101.512689086       -0.107599807203
102.012751594       -0.113166550531
102.512814102       -0.119170761586
103.01287661       -0.12560484863
103.512939117       -0.13246392481
104.013001625       -0.139745691678
104.513064133       -0.147450345434
105.013126641       -0.155580505254
105.513189149       -0.16414116314
106.013251656       -0.173139654826
106.513314164       -0.182585651426
107.013376672       -0.192491171679
107.51343918       -0.202870614797
108.013501688       -0.213740814157
108.513564196       -0.225121112236
109.013626703       -0.23703345745
109.513689211       -0.249502523723
110.013751719       -0.262555853899
110.513814227       -0.2762240283
111.013876735       -0.290540860003
111.513939242       -0.305543618648
112.01400175       -0.321273284825
112.514064258       -0.337774837343
113.014126766       -0.35509757591
113.514189274       -0.373295481947
114.014251781       -0.392427620422
114.514314289       -0.412558585702
115.014376797       -0.433758994383
115.514439305       -0.456106027937
116.014501813       -0.479684027628
116.514564321       -0.50458514352
117.014626828       -0.530910038302
117.514689336       -0.558768645046
118.014751844       -0.588280975604
118.514814352       -0.619577972879
119.01487686       -0.652802395398
119.514939367       -0.688109715841
120.015001875       -0.725669006015
120.515064383       -0.765663768307
121.015126891       -0.808292656965
121.515189399       -0.853770010491
122.015251906       -0.90232608743
122.515314414       -0.954206860343
123.015376922       -1.00967317483
123.51543943       -1.06899902034
124.015501938       -1.1324685857
