#  x                 y             frequency           rot. str.
0.0      -0.186848878523      22.93      0.51
0.500062507813      -0.193767412569      26.95      -2.96
1.00012501563      -0.201017211504      45.65      -2.49
1.50018752344      -0.208619054372      53.82      3.08
2.00025003125      -0.216595325468      69.83      -2.32
2.50031253907      -0.224970160942      107.69      -0.30
3.00037504688      -0.233769610967      139.07      -5.47
3.50043755469      -0.243021819375      150.99      5.54
4.00050006251      -0.252757223004      157.21      0.94
4.50056257032      -0.263008773315      181.26      -2.56
5.00062507813      -0.273812183267      205.88      -17.68
5.50068758595      -0.28520620293      220.73      2.85
6.00075009376      -0.297232927914      233.94      -1.79
6.50081260158      -0.309938145448      245.58      -28.58
7.00087510939      -0.32337172379      260.71      23.89
7.5009376172      -0.337588051803      272.70      57.21
8.00100012502      -0.352646536808      298.03      49.27
8.50106263283      -0.368612170523      320.46      -14.19
9.00112514064      -0.38555617485      334.79      -12.17
9.50118764846      -0.403556741761      342.54      17.18
10.0012501563      -0.422699884408      363.64      0.21
10.5013126641      -0.443080420074      386.83      -6.23
11.0013751719      -0.464803109533      402.24      4.52
11.5014376797      -0.487983981758      441.69      0.34
12.0015001875      -0.512751877386      456.09      -12.76
12.5015626953      -0.539250248202      474.15      7.24
13.0016252032      -0.567639252057      516.40      -21.54
13.501687711      -0.598098180868      530.42      -6.09
14.0017502188      -0.630828250277      538.47      25.91
14.5018127266      -0.666055757668      562.02      -4.62
15.0018752344      -0.704035572293      577.97      -2.52
15.5019377422      -0.745054845245      590.72      -2.14
16.00200025      -0.789436701814      604.98      -2.93
16.5020627578      -0.837543483905      632.02      0.52
17.0021252657      -0.889778823536      651.95      6.40
17.5021877735      -0.94658743116      654.15      15.88
18.0022502813      -1.00845097087      663.49      -18.50
18.5023127891      -1.0758777979      669.14      -3.78
19.0023752969      -1.1493837409      707.06      3.15
19.5024378047      -1.22946069742      730.53      -2.23
20.0025003125      -1.31652985395      764.59      -44.17
20.5025628204      -1.41087720206      783.58      7.06
21.0026253282      -1.512571066      794.00      12.67
21.502687836      -1.62136479657      808.57      -52.08
22.0027503438      -1.73659248747      836.26      52.14
22.5028128516      -1.85707088143      846.30      38.59
23.0028753594      -1.98102537176      853.01      -10.14
23.5029378672      -2.10606065324      865.88      11.30
24.003000375      -2.22919565996      881.49      17.94
24.5030628829      -2.34697693093      898.07      -35.82
25.0031253907      -2.45567424396      901.72      10.71
25.5031878985      -2.5515480975      924.77      -7.14
26.0032504063      -2.63116257316      936.77      -21.01
26.5033129141      -2.6917028905      947.80      -8.06
27.0033754219      -2.73124913053      961.40      4.54
27.5034379297      -2.74896017555      977.09      2.27
28.0035004376      -2.74513625553      987.20      3.74
28.5035629454      -2.72115176482      990.73      6.26
29.0036254532      -2.67927560364      1014.60      28.83
29.503687961      -2.62241642019      1026.08      7.65
30.0037504688      -2.55383925891      1045.08      -38.00
30.5038129766      -2.47689717767      1055.65      3.47
31.0038754844      -2.39480952942      1067.14      19.76
31.5039379922      -2.31050307396      1070.75      9.69
32.0040005001      -2.22651777995      1075.83      69.58
32.5040630079      -2.14496904214      1105.34      -13.61
33.0041255157      -2.06755282609      1117.46      -2.76
33.5041880235      -1.99557916314      1125.42      -1.61
34.0042505313      -1.93002099359      1158.29      -22.04
34.5043130391      -1.87156816993      1168.07      2.96
35.0043755469      -1.82067944127      1171.98      -0.03
35.5044380548      -1.7776278461      1175.68      -3.42
36.0045005626      -1.74253690557      1199.26      11.88
36.5045630704      -1.7154063278      1217.61      116.29
37.0046255782      -1.69612671855      1224.04      -43.44
37.504688086      -1.68448320545      1238.46      -45.97
38.0047505938      -1.68014809032      1253.72      -5.56
38.5048131016      -1.68266281064      1267.81      -5.01
39.0048756095      -1.69140977669      1274.78      -0.13
39.5049381173      -1.70557521238      1281.47      -4.33
40.0050006251      -1.72410511313      1288.72      -3.80
40.5050631329      -1.74565795821      1294.06      -14.02
41.0051256407      -1.76855990354      1326.12      -22.74
41.5051881485      -1.79077068409      1332.30      5.97
42.0052506563      -1.80987094231      1339.31      3.33
42.5053131641      -1.82308337245      1340.97      -40.50
43.005375672      -1.82733979221      1346.71      -8.32
43.5054381798      -1.81940278386      1355.13      9.49
44.0055006876      -1.79604307689      1357.77      1.53
44.5055631954      -1.75426272578      1372.21      -2.74
45.0056257032      -1.69154148942      1381.68      2.67
45.505688211      -1.60607347083      1389.68      6.13
46.0057507188      -1.49695742738      1391.63      -0.43
