#  x                 y             frequency           rot. str.
0.0      0.078311000961      28.73      0.47
0.500062507813      0.0793345338347      32.75      0.77
1.00012501563      0.0804213709776      42.37      -0.40
1.50018752344      0.0815763735066      54.53      -3.91
2.00025003125      0.0828048179877      82.41      2.16
2.50031253907      0.084112435868      130.88      -6.29
3.00037504688      0.0855054569925      133.98      0.68
3.50043755469      0.0869906576554      146.05      0.15
4.00050006251      0.0885754136787      150.70      -2.87
4.50056257032      0.0902677590671      165.04      -2.43
5.00062507813      0.0920764508431      201.93      7.32
5.50068758595      0.094011040726      206.79      7.93
6.00075009376      0.0960819543853      236.58      2.60
6.50081260158      0.0983005790606      241.87      -6.54
7.00087510939      0.100679360412      249.07      -16.72
7.5009376172      0.103231909525      267.59      151.15
8.00100012502      0.105973121061      297.97      -17.54
8.50106263283      0.108919303579      314.77      -25.28
9.00112514064      0.112088323121      343.17      5.67
9.50118764846      0.115499761101      360.22      -2.91
10.0012501563      0.119175087573      373.69      -4.23
10.5013126641      0.123137850794      392.17      4.49
11.0013751719      0.127413883859      424.64      -5.30
11.5014376797      0.132031528872      430.52      -0.72
12.0015001875      0.137021878647      458.12      -0.45
12.5015626953      0.142419035258      473.25      5.44
13.0016252032      0.148260383746      516.42      7.38
13.501687711      0.154586877897      532.70      7.72
14.0017502188      0.161443333036      545.41      -3.10
14.5018127266      0.168878718113      553.07      4.56
15.0018752344      0.17694643571      562.36      -2.06
15.5019377422      0.185704573744      585.19      9.40
16.00200025      0.195216106195      611.23      -5.68
16.5020627578      0.205549011734      615.08      -1.44
17.0021252657      0.216776268288      638.69      7.31
17.5021877735      0.228975667672      652.92      -18.71
18.0022502813      0.242229377194      655.47      6.43
18.5023127891      0.256623154105      660.42      18.46
19.0023752969      0.272245093974      704.35      2.09
19.5024378047      0.289183766245      733.62      -10.80
20.0025003125      0.307525561057      776.02      -1.97
20.5025628204      0.327351044507      788.00      -3.76
21.0026253282      0.348730101237      804.53      2.76
21.502687836      0.371715643343      815.29      43.79
22.0027503438      0.396335697625      832.92      -69.93
22.5028128516      0.422583768351      850.17      -12.84
23.0028753594      0.450407532028      851.27      -1.80
23.5029378672      0.479696175227      865.63      6.87
24.003000375      0.510267046012      877.09      3.46
24.5030628829      0.541852738076      882.69      -25.87
25.0031253907      0.574090203497      894.21      22.65
25.5031878985      0.606513872998      924.15      -39.74
26.0032504063      0.638554869958      939.87      3.73
26.5033129141      0.669548031557      945.52      34.31
27.0033754219      0.698747458519      978.70      10.76
27.5034379297      0.725349757967      981.58      -5.25
28.0035004376      0.748522377599      988.48      30.19
28.5035629454      0.767433102379      992.76      0.58
29.0036254532      0.781276626786      1019.21      -43.10
29.503687961      0.789295542898      1020.69      41.67
30.0037504688      0.790795812433      1043.70      -9.29
30.5038129766      0.785159738245      1053.79      -82.33
31.0038754844      0.771861123421      1058.45      -23.42
31.5039379922      0.750486550875      1063.84      152.21
32.0040005001      0.720763445331      1083.99      -11.27
32.5040630079      0.682591010129      1106.41      -28.87
33.0041255157      0.636066320329      1112.59      -0.56
33.5041880235      0.581496714622      1129.93      11.41
34.0042505313      0.519391940245      1145.00      15.56
34.5043130391      0.45043447919      1157.15      1.24
35.0043755469      0.375432160671      1171.55      -3.86
35.5044380548      0.295261405419      1174.83      25.59
36.0045005626      0.210810925857      1209.33      -2.17
36.5045630704      0.122934349348      1229.88      -5.16
37.0046255782      0.0324169740322      1230.60      10.87
37.504688086      -0.0600419867588      1237.71      6.13
38.0047505938      -0.153833680073      1251.86      -0.71
38.5048131016      -0.248434705545      1260.12      -38.70
39.0048756095      -0.343398398308      1272.14      -6.43
39.5049381173      -0.438347656761      1279.70      -17.78
40.0050006251      -0.532973719465      1287.51      -1.30
40.5050631329      -0.627043558798      1296.78      -0.22
41.0051256407      -0.720416205068      1324.08      14.07
41.5051881485      -0.813065657207      1332.71      0.27
42.0052506563      -0.905105610875      1337.00      -22.54
42.5053131641      -0.996809730519      1338.10      -7.61
43.005375672      -1.08862120069      1353.30      8.13
43.5054381798      -1.18114698126      1354.99      -13.61
44.0055006876      -1.27513510611      1361.51      1.80
44.5055631954      -1.37143654153      1376.01      -27.47
45.0056257032      -1.47095549066      1377.66      -9.48
45.505688211      -1.57459290264      1379.32      -0.56
46.0057507188      -1.68318726275      1385.51      30.34
46.5058132267      -1.79745501781      1402.74      6.99
47.0058757345      -1.91793100752      1407.53      -0.71
47.5059382423      -2.04490775293      1416.14      -52.23
48.0060007501      -2.17837188477      1469.26      29.28
48.5060632579      -2.31793661265      1480.50      1.92
49.0061257657      -2.46277099378      1489.61      -3.98
