#  x                 y             frequency           rot. str.
0.0      -0.644961434279      14.15      -3.35
0.500062507813      -0.688563202002      27.22      0.30
1.00012501563      -0.735510656083      45.56      -0.78
1.50018752344      -0.786084521724      64.37      -5.87
2.00025003125      -0.840583678458      72.67      12.28
2.50031253907      -0.899323519953      102.33      2.23
3.00037504688      -0.962632991911      121.48      -1.61
3.50043755469      -1.03084983616      144.12      0.36
4.00050006251      -1.10431344463      156.18      1.16
4.50056257032      -1.18335458603      160.07      0.91
5.00062507813      -1.26828111939      190.61      3.44
5.50068758595      -1.35935866921      210.75      -0.43
6.00075009376      -1.45678513976      235.46      9.46
6.50081260158      -1.56065794243      241.45      5.40
7.00087510939      -1.67093298008      247.36      -1.46
7.5009376172      -1.78737488768      264.26      97.79
8.00100012502      -1.90949890941      291.50      -22.86
8.50106263283      -2.03650625641      313.39      -1.41
9.00112514064      -2.16721696244      338.22      8.53
9.50118764846      -2.30000715964      353.07      -0.39
10.0012501563      -2.43276112766      377.57      4.22
10.5013126641      -2.5628518447      389.23      -10.39
11.0013751719      -2.68716602062      420.60      -1.29
11.5014376797      -2.80218918978      428.54      6.79
12.0015001875      -2.90416171962      448.41      -10.41
12.5015626953      -2.98930645702      465.63      7.21
13.0016252032      -3.05411365533      525.27      -0.66
13.501687711      -3.09565165361      531.90      13.96
14.0017502188      -3.11185768541      548.29      6.74
14.5018127266      -3.10175815784      559.28      11.68
15.0018752344      -3.06557582059      578.36      -23.70
15.5019377422      -3.00470196871      582.45      27.16
16.00200025      -2.92153949169      607.52      2.43
16.5020627578      -2.8192483909      615.24      -14.19
17.0021252657      -2.7014413785      641.69      6.67
17.5021877735      -2.57187967563      652.14      0.98
18.0022502813      -2.43420974621      655.08      9.30
18.5023127891      -2.29176563886      662.98      -1.29
19.0023752969      -2.14744478696      703.45      -8.75
19.5024378047      -2.00365185449      728.72      2.83
20.0025003125      -1.86229732576      775.25      3.49
20.5025628204      -1.72483472133      780.12      -16.72
21.0026253282      -1.59232113226      799.06      18.92
21.502687836      -1.46548851167      813.60      31.03
22.0027503438      -1.34481647544      833.67      -72.18
22.5028128516      -1.23060037389      843.07      26.19
23.0028753594      -1.1230107094      852.09      1.27
23.5029378672      -1.0221415408      861.55      -61.22
24.003000375      -0.928046500981      876.54      -15.87
24.5030628829      -0.840761737833      888.69      14.83
25.0031253907      -0.760315774622      894.68      -5.78
25.5031878985      -0.686727213369      918.09      0.92
26.0032504063      -0.619992455009      936.06      -13.51
26.5033129141      -0.560067026317      944.03      -5.44
27.0033754219      -0.506845289783      973.47      3.35
27.5034379297      -0.460143755652      981.70      -6.40
28.0035004376      -0.419692526025      982.23      0.30
28.5035629454      -0.385137562665      988.94      35.27
29.0036254532      -0.35605393636      1018.51      -43.36
29.503687961      -0.331967754859      1022.88      64.35
30.0037504688      -0.312382820778      1043.36      -54.64
30.5038129766      -0.296807629977      1046.41      -10.76
31.0038754844      -0.284778998691      1062.79      -4.53
31.5039379922      -0.275879965065      1073.01      6.30
32.0040005001      -0.269751108918      1082.10      26.02
32.5040630079      -0.266095655843      1112.44      -21.90
33.0041255157      -0.264679482937      1114.73      -12.88
33.5041880235      -0.26532742671      1131.83      8.07
34.0042505313      -0.267917227557      1147.21      11.66
34.5043130391      -0.272372179123      1169.35      0.31
35.0043755469      -0.278653211444      1171.90      0.07
35.5044380548      -0.286750806969      1181.03      38.44
36.0045005626      -0.296676870791      1198.73      7.52
36.5045630704      -0.308456464329      1213.85      51.84
37.0046255782      -0.3221191645      1229.94      -24.67
37.504688086      -0.337689723346      1237.38      8.66
38.0047505938      -0.355177675732      1255.03      -7.28
38.5048131016      -0.374565582623      1270.35      0.65
39.0048756095      -0.395795722908      1277.00      8.17
39.5049381173      -0.418755285214      1284.85      -4.61
40.0050006251      -0.443260494442      1293.38      -34.68
40.5050631329      -0.469040660308      1311.92      -28.34
41.0051256407      -0.495723853045      1328.55      -0.58
41.5051881485      -0.522826732414      1333.02      3.49
42.0052506563      -0.549751824879      1336.36      -14.14
42.5053131641      -0.575795989093      1342.44      4.64
43.005375672      -0.600173561492      1352.56      -16.16
43.5054381798      -0.622056353929      1355.29      19.74
44.0055006876      -0.640630079319      1362.44      2.14
44.5055631954      -0.655163111864      1369.42      4.12
45.0056257032      -0.665079521087      1376.63      -12.98
45.505688211      -0.67002533069      1380.19      -2.74
46.0057507188      -0.669916305401      1386.43      33.35
46.5058132267      -0.664958046696      1396.12      11.81
47.0058757345      -0.655634435728      1406.45      -0.34
47.5059382423      -0.642666979362      1445.89      -40.16
48.0060007501      -0.626953304313      1459.75      -25.87
48.5060632579      -0.609496190735      1480.76      -1.90
49.0061257657      -0.591334519055      1490.76      -3.38
49.5061882735      -0.573484895891      1495.15      -1.54
50.0062507813      -0.556898819985      1498.19      -3.70
50.5063132892      -0.542436387968      1501.68      36.80
51.006375797      -0.530854621317      1504.18      -32.05
51.5064383048      -0.522806835253      1507.37      6.32
52.0065008126      -0.518848927605      1512.21      -4.20
52.5065633204      -0.519448677726      1549.57      6.56
53.0066258282      -0.52499472539      1601.88      11.86
53.506688336      -0.535802547165      1640.65      -11.54
54.0067508439      -0.552115282356      1662.64      6.40
54.5068133517      -0.574097605645      2209.03      5.54
55.0068758595      -0.601820997177      3008.70      -2.77
55.5069383673      -0.635238769552      3021.66      -4.31
56.0070008751      -0.674149155396      3029.31      5.14
56.5070633829      -0.718144750264      3031.28      4.28
57.0071258907      -0.76654679225      3042.07      27.26
57.5071883985      -0.818323336343      3047.92      34.23
58.0072509064      -0.87199159302      3058.35      41.80
58.5073134142      -0.925506827975      3061.18      -23.87
59.007375922      -0.976143530976      3062.15      -17.32
59.5074384298      -1.02037920512      3065.32      -3.24
60.0075009376      -1.05379695141      3072.73      -20.85
60.5075634454      -1.07102933112      3086.57      11.87
61.0076259532      -1.06577129459      3101.29      18.12
61.5076884611      -1.03089191012      3111.54      1.31
62.0077509689      -0.958670288563      3133.78      2.20
62.5078134767      -0.841167940124      3137.76      -2.40
63.0078759845      -0.67072724046      3192.06      -1.19
63.5079384923      -0.440556797426      3194.23      -0.06
