   888.11101388	     0.99934170
   888.61107639	     0.99916613
   889.11113889	     0.99894784
   889.61120140	     0.99867758
   890.11126391	     0.99834439
   890.61132642	     0.99793534
   891.11138892	     0.99743526
   891.61145143	     0.99682648
   892.11151394	     0.99608851
   892.61157645	     0.99519773
   893.11163895	     0.99412708
   893.61170146	     0.99284575
   894.11176397	     0.99131884
   894.61182648	     0.98950713
   895.11188899	     0.98736678
   895.61195149	     0.98484916
   896.11201400	     0.98190066
   896.61207651	     0.97846268
   897.11213902	     0.97447159
   897.61220153	     0.96985890
   898.11226403	     0.96455153
   898.61232654	     0.95847220
   899.11238905	     0.95153999
   899.61245156	     0.94367111
   900.11251406	     0.93477981
   900.61257657	     0.92477954
   901.11263908	     0.91358423
   901.61270159	     0.90110982
   902.11276410	     0.88727599
   902.61282660	     0.87200800
   903.11288911	     0.85523875
   903.61295162	     0.83691090
   904.11301413	     0.81697911
   904.61307663	     0.79541232
   905.11313914	     0.77219595
   905.61320165	     0.74733418
   906.11326416	     0.72085191
   906.61332667	     0.69279664
   907.11338917	     0.66324011
   907.61345168	     0.63227948
   908.11351419	     0.60003822
   908.61357670	     0.56666654
   909.11363921	     0.53234123
   909.61370171	     0.49726509
   910.11376422	     0.46166561
   910.61382673	     0.42579323
   911.11388924	     0.38991884
   911.61395174	     0.35433086
   912.11401425	     0.31933165
   912.61407676	     0.28523348
   913.11413927	     0.25235410
   913.61420177	     0.22101190
   914.11426428	     0.19152089
   914.61432679	     0.16418550
   915.11438930	     0.13929544
   915.61445181	     0.11712051
   916.11451431	     0.09790587
   916.61457682	     0.08186741
   917.11463933	     0.06918781
   917.61470184	     0.06001303
   918.11476435	     0.05444952
   918.61482685	     0.05256218
   919.11488936	     0.05437308
   919.61495187	     0.05986104
   920.11501438	     0.06896204
   920.61507689	     0.08157047
   921.11513939	     0.09754116
   921.61520190	     0.11669218
   922.11526441	     0.13880824
   922.61532692	     0.16364479
   923.11538942	     0.19093245
   923.61545193	     0.22038191
   924.11551444	     0.25168896
   924.61557695	     0.28453976
   925.11563945	     0.31861594
   925.61570196	     0.35359970
   926.11576447	     0.38917860
   926.61582698	     0.42505004
   927.11588949	     0.46092528
   927.61595199	     0.49653301
   928.11601450	     0.53162237
   928.61607701	     0.56596535
   929.11613952	     0.59935865
   929.61620203	     0.63162491
   930.11626453	     0.66261338
   930.61632704	     0.69220004
   931.11638955	     0.72028717
   931.61645206	     0.74680256
   932.11651456	     0.77169818
   932.61657707	     0.79494870
   933.11663958	     0.81654954
   933.61670209	     0.83651490
   934.11676460	     0.85487552
   934.61682710	     0.87167647
   935.11688961	     0.88697487
   935.61695212	     0.90083764
   936.11701463	     0.91333937
   936.61707714	     0.92456031
   937.11713964	     0.93458444
   937.61720215	     0.94349780
   938.11726466	     0.95138696
   938.61732717	     0.95833769
   939.11738967	     0.96443384
   939.61745218	     0.96975638
   940.11751469	     0.97438268
   940.61757720	     0.97838592
   941.11763970	     0.98183468
   941.61770221	     0.98479268
   942.11776472	     0.98731864
   942.61782723	     0.98946627
   943.11788974	     0.99128429
   943.61795224	     0.99281664
   944.11801475	     0.99410263
   944.61807726	     0.99517724
   945.11813977	     0.99607135
   945.61820228	     0.99681210
   946.11826478	     0.99742315
   946.61832729	     0.99792505
   947.11838980	     0.99833549
   947.61845231	     0.99866967
   948.11851481	     0.99894051
   948.61857732	     0.99915899
   949.11863983	     0.99933432
   949.61870234	     0.99947424
   950.11876485	     0.99958514
   950.61882735	     0.99967232
   951.11888986	     0.99974008
   951.61895237	     0.99979190
   952.11901488	     0.99983055
   952.61907738	     0.99985815
   953.11913989	     0.99987631
   953.61920240	     0.99988614
   954.11926491	     0.99988836
   954.61932742	     0.99988326
   955.11938992	     0.99987079
   955.61945243	     0.99985055
   956.11951494	     0.99982177
   956.61957745	     0.99978333
   957.11963996	     0.99973373
   957.61970246	     0.99967106
   958.11976497	     0.99959298
   958.61982748	     0.99949665
   959.11988999	     0.99937871
   959.61995249	     0.99923523
   960.12001500	     0.99906163
   960.62007751	     0.99885264
   961.12014002	     0.99860224
   961.62020252	     0.99830359
   962.12026503	     0.99794898
   962.62032754	     0.99752979
   963.12039005	     0.99703645
   963.62045256	     0.99645837
   964.12051506	     0.99578399
   964.62057757	     0.99500074
   965.12064008	     0.99409508
   965.62070259	     0.99305252
   966.12076510	     0.99185776
   966.62082760	     0.99049473
   967.12089011	     0.98894678
   967.62095262	     0.98719687
   968.12101513	     0.98522772
   968.62107764	     0.98302215
   969.12114014	     0.98056336
   969.62120265	     0.97783520
   970.12126516	     0.97482262
   970.62132767	     0.97151204
   971.12139017	     0.96789175
   971.62145268	     0.96395237
   972.12151519	     0.95968731
   972.62157770	     0.95509317
   973.12164020	     0.95017023
   973.62170271	     0.94492279
   974.12176522	     0.93935957
   974.62182773	     0.93349402
   975.12189024	     0.92734452
   975.62195274	     0.92093461
