888.862 0.2904
889.837 0.34819
891.791 0.40619
893.73 0.63694
895.674 0.8101
897.6 1.21359
898.541 1.67445
899.502 1.90498
900.462 2.13551
901.423 2.36605
902.355 2.94206
903.296 3.40292
904.238 3.86377
905.18 4.32463
906.14 4.55517
907.082 5.01602
908.023 5.47688
908.965 5.93773
909.925 6.16827
910.904 6.16848
911.907 5.88079
911.926 5.65046
912.924 5.42035
912.942 5.19003
913.969 4.61444
914.99 4.09642
915.023 3.69336
916.03 3.34809
916.049 3.11776
917.061 2.71491
917.08 2.48459
918.078 2.25448
918.097 2.02416
919.095 1.79405
919.114 1.56372
920.111 1.33361
922.103 0.93097
923.101 0.70086
926.062 0.41359
928.034 0.24127
931.96 0.12696
933.923 0.0698
935.882 0.07022
937.845 0.01307
939.798 0.07107
941.761 0.01391
942.736 0.0717
945.673 0.07234
949.585 0.13076
951.539 0.18877
953.493 0.24677
957.386 0.53552
959.321 0.82385
960.281 1.05438
961.246 1.22733
963.186 1.45808
964.146 1.68861
966.086 1.91936
968.025 2.1501
969.009 2.09273
972.949 1.80568
973.929 1.80589
975.882 1.86389
978.792 2.21001
980.717 2.61349
981.677 2.84403
982.628 3.18972
983.575 3.593
984.512 4.11143
985.472 4.34197
986.428 4.63008
987.388 4.86062
988.33 5.32147
989.29 5.55201
990.269 5.55222
993.235 5.20737
994.233 4.97726
995.231 4.74715
996.229 4.51704
996.248 4.28671
997.245 4.0566
998.243 3.82649
999.241 3.59638
999.26 3.36606
1000.26 3.13595
1001.26 2.84826
1002.26 2.61815
1003.26 2.38804
1004.25 2.15792
1005.25 1.92781
1008.21 1.69813
1011.15 1.69876
1015.05 1.81477
1017.01 1.81519
1018.97 1.87319
1021.9 1.87383
1024.82 2.10478
1027.73 2.50848
1028.69 2.73902
1030.63 2.96976
1032.57 3.20051
1033.55 3.08556
1035.55 2.68292
1036.54 2.4528
1036.56 2.22248
1037.56 1.99237
1038.56 1.76226
1039.56 1.53215
1041.54 1.24467
1042.53 1.07214
1044.51 0.84224
1048.44 0.67034
1051.38 0.67098
1053.33 0.72898
1055.29 0.72941
1060.16 1.07595
1063.07 1.42206
1064.03 1.6526
1065.97 1.88334
1066.93 2.11388
1067.89 2.34441
1068.85 2.57494
1070.79 2.74811
1071.75 2.97864
1072.71 3.20917
1075.62 3.55529
1077.58 3.49813
1079.56 3.26824
1081.54 3.03834
1083.51 2.86602
1085.49 2.63612
1087.45 2.57896
1089.41 2.5218
1093.35 2.23475
1096.31 2.06264
1100.23 1.94832
1104.14 2.00675
1106.09 2.17991
1109 2.46845
1110.94 2.6992
1111.9 2.92973
1115.8 3.21848
1117.76 3.16132
1120.72 2.93163
1122.69 2.75931
1125.63 2.75995
1127.58 2.81795
1129.53 2.87595
1133.44 3.04954
1137.35 3.10797
1140.27 3.33893
1143.19 3.5123
1146.14 3.34019
1149.11 2.93776
1150.1 2.76523
1152.08 2.53533
1154.05 2.36302
1157.01 2.13333
1158.98 1.96101
1161.95 1.55858
1163.93 1.38626
1165.9 1.15636
1169.85 0.75414
1171.83 0.58182
1173.79 0.52467
1178.7 0.35298
1181.64 0.35362
1183.6 0.29646
1189.47 0.29773
1193.39 0.29857
1195.34 0.35658
1198.28 0.35721
1200.24 0.41521
1204.15 0.47364
1208.06 0.53207
1211.96 0.70565
1213.92 0.76366
1217.81 1.05241
1219.75 1.22557
1222.68 1.39895
1226.57 1.74528
1227.53 1.97581
1229.47 2.14897
1231.41 2.37972
1233.35 2.55288
1235.29 2.78363
1237.24 2.95679
1239.18 3.18754
1241.13 3.24554
1244.08 3.07343
1246.07 2.72837
1248.05 2.49847
1249.04 2.26836
1251.02 2.09604
1252.01 1.86593
1254.98 1.57867
1256.95 1.40635
1262.84 1.23487
1264.8 1.17772
1266.76 1.17814
1271.66 1.06403
1275.58 1.0073
1277.55 0.95014
1282.44 0.9512
1286.36 0.95205
1288.32 0.89489
1294.2 0.89616
1298.11 0.95458
1300.06 1.01259
1303 1.01322
1306.93 0.84132
1310.85 0.78459
1312.82 0.72743
1314.78 0.72785
1316.74 0.6707
1322.61 0.67197
1324.58 0.61481
1326.53 0.61523
1328.49 0.67323
1331.43 0.67387
1335.33 0.78988
1337.29 0.84788
1342.16 1.13684
1344.1 1.31
1347.03 1.48338
1351.9 1.71476
1357.77 1.88877
1360.67 2.23489
1362.62 2.40805
1364.55 2.69638
1365.51 2.92691
1367.42 3.56072
1368.38 3.79125
1369.34 4.02179
1370.28 4.48264
1371.24 4.71318
1372.2 4.94371
1374.13 5.28962
1375.09 5.52015
1377.07 5.34783
1378.06 5.11772
1379.06 4.88761
1380.06 4.6575
1381.06 4.42739
1382.05 4.25486
1383.05 4.02475
1384.05 3.79464
1385.05 3.56453
1388.01 3.21968
1389.98 3.04736
1391.95 2.9902
1393.91 2.93304
1395.87 2.93346
1397.83 2.87631
1399.79 2.87673
