#  x                 y             frequency           rot. str.
0.0      -0.0662881488585      25.97      0.48
0.500062507813      -0.0687721305226      34.14      -2.29
1.00012501563      -0.0713490615215      51.46      -1.37
1.50018752344      -0.0740227007493      69.37      -11.08
2.00025003125      -0.0767969576631      92.59      21.05
2.50031253907      -0.0796758963108      126.38      14.83
3.00037504688      -0.0826637391855      136.23      1.73
3.50043755469      -0.0857648708949      143.91      5.03
4.00050006251      -0.088983841646      155.83      -4.27
4.50056257032      -0.092325370576      166.50      4.89
5.00062507813      -0.0957943489946      192.94      -5.30
5.50068758595      -0.0993958436604      214.63      -7.16
6.00075009376      -0.103135100294      227.59      1.89
6.50081260158      -0.10701754764      243.33      -15.03
7.00087510939      -0.111048802555      266.19      7.29
7.5009376172      -0.115234676801      284.03      -31.90
8.00100012502      -0.119581186535      287.75      6.40
8.50106263283      -0.124094565879      326.10      -28.16
9.00112514064      -0.128781286511      327.37      -0.85
9.50118764846      -0.133648085948      370.95      40.99
10.0012501563      -0.13870200818      379.85      7.88
10.5013126641      -0.143950461655      391.22      1.14
11.0013751719      -0.149401301351      411.30      -0.95
11.5014376797      -0.155062944004      442.03      0.27
12.0015001875      -0.160944528641      463.30      -10.34
12.5015626953      -0.167056138538      481.25      -12.01
13.0016252032      -0.173409105947      519.35      0.95
13.501687711      -0.180016427595      531.34      -13.88
14.0017502188      -0.186893327448      545.55      43.48
14.5018127266      -0.194058013887      560.22      -17.63
15.0018752344      -0.201532691461      568.36      22.73
15.5019377422      -0.209344903058      596.18      1.35
16.00200025      -0.217529296303      602.29      -11.99
16.5020627578      -0.226129927688      637.78      5.77
17.0021252657      -0.235203237365      650.97      42.88
17.5021877735      -0.244821843523      652.21      -49.65
18.0022502813      -0.255079311833      667.93      1.87
18.5023127891      -0.266096043549      678.05      37.80
19.0023752969      -0.278026381957      708.09      28.30
19.5024378047      -0.291066942763      730.64      -28.70
20.0025003125      -0.305466007531      767.96      -13.69
20.5025628204      -0.32153355767      783.38      -4.53
21.0026253282      -0.339651154082      790.44      -4.88
21.502687836      -0.360280389535      802.36      5.76
22.0027503438      -0.383968101943      833.17      -20.10
22.5028128516      -0.41134604277      836.65      24.21
23.0028753594      -0.443122423337      849.41      33.99
23.5029378672      -0.480062946102      856.79      -11.76
24.003000375      -0.522959791301      871.96      -80.60
24.5030628829      -0.572588666274      883.65      13.51
25.0031253907      -0.629656259567      908.12      14.84
25.5031878985      -0.694742746627      929.57      42.77
26.0032504063      -0.768245571302      940.55      -11.94
26.5033129141      -0.850330806953      945.20      9.84
27.0033754219      -0.940896657681      953.32      -8.87
27.5034379297      -1.03955051949      974.35      -1.47
28.0035004376      -1.14559761331      985.79      7.68
28.5035629454      -1.25803691996      987.61      1.07
29.0036254532      -1.37556003785      1011.46      -36.38
29.503687961      -1.49655090435      1019.36      -8.08
30.0037504688      -1.6190884663      1043.76      -7.87
30.5038129766      -1.74095911817      1049.35      -12.23
31.0038754844      -1.85968951282      1061.46      18.49
31.5039379922      -1.97261164624      1068.80      -0.51
32.0040005001      -2.07696964994      1078.36      -34.41
32.5040630079      -2.17007088187      1109.46      29.47
33.0041255157      -2.24947327424      1123.52      -63.91
33.5041880235      -2.31318869815      1133.05      -18.93
34.0042505313      -2.35987207453      1149.28      -0.02
34.5043130391      -2.38896227648      1160.19      4.78
35.0043755469      -2.40074628548      1173.07      -0.35
35.5044380548      -2.39633217183      1185.50      6.41
36.0045005626      -2.37753527689      1207.92      0.26
36.5045630704      -2.34669941949      1224.84      -10.90
37.0046255782      -2.30648561941      1231.77      0.23
37.504688086      -2.2596622917      1235.29      -18.77
38.0047505938      -2.20892428072      1251.46      -5.80
38.5048131016      -2.15675705738      1261.53      -33.55
39.0048756095      -2.10535093148      1271.49      22.10
39.5049381173      -2.05656114413      1274.52      -5.66
40.0050006251      -2.01190440311      1288.56      21.16
40.5050631329      -1.97258057815      1294.87      -17.86
41.0051256407      -1.93950889134      1323.13      -6.86
41.5051881485      -1.91336987761      1333.80      -8.67
42.0052506563      -1.89464673207      1338.55      -10.71
42.5053131641      -1.88366182886      1347.83      -1.99
43.005375672      -1.88060592442      1357.06      19.92
43.5054381798      -1.88555880309      1358.60      26.94
44.0055006876      -1.89850096345      1361.38      -6.26
44.5055631954      -1.919316519      1371.77      14.53
45.0056257032      -1.94778795179      1382.03      15.49
45.505688211      -1.98358386192      1385.94      -46.73
46.0057507188      -2.02624152877      1391.42      13.06
46.5058132267      -2.0751470266      1403.49      -17.87
47.0058757345      -2.12951682734      1412.70      -29.00
47.5059382423      -2.18838615656      1421.21      38.23
48.0060007501      -2.25061054259      1468.28      -9.29
48.5060632579      -2.31488749983      1478.31      -1.97
49.0061257657      -2.37980444532      1490.67      -3.78
49.5061882735      -2.44391612815      1492.53      -3.04
50.0062507813      -2.50584980446      1497.18      20.69
50.5063132892      -2.56442965856      1500.20      10.71
51.006375797      -2.61880511846      1502.04      -0.86
51.5064383048      -2.66856309233      1508.90      -4.88
52.0065008126      -2.71380404308      1511.86      -11.92
52.5065633204      -2.75516725905      1544.80      3.03
53.0066258282      -2.7938006114      1609.32      -3.13
53.506688336      -2.83128152615      1630.38      1.92
54.0067508439      -2.86950516617      1662.69      -14.03
54.5068133517      -2.91056021995      2206.56      -2.20
55.0068758595      -2.95661158177      3010.85      -12.92
55.5069383673      -3.00980393429      3021.99      -2.01
56.0070008751      -3.07219318638      3031.29      3.73
56.5070633829      -3.1457061244      3041.44      11.69
57.0071258907      -3.23212387347      3044.29      23.90
57.5071883985      -3.33308219932      3046.50      -4.64
