890.383 8.9e-05
893.295 -0.039266
895.219 -0.09815
896.196 -0.09821
898.169 -0.059153
900.142 -0.020097
902.076 -0.059393
904.025 -0.06931
905.011 -0.049778
906.012 -0.000868
907.008 0.038249
908.004 0.077365
909 0.116481
909.981 0.126216
910.953 0.116362
912.892 0.08686
915.803 0.047505
917.743 0.018003
920.687 0.047206
923.594 -0.001944
925.533 -0.031445
927.486 -0.031565
930.431 -0.002362
932.389 0.007312
934.338 -0.002602
936.292 -0.002721
940.184 -0.032342
943.124 -0.012934
948.008 -0.013233
949.976 0.01603
950.953 0.01597
953.898 0.045173
956.857 0.103758
958.824 0.13302
959.82 0.172136
961.788 0.201399
963.761 0.240455
965.71 0.230542
968.616 0.181392
971.522 0.132243
973.462 0.102741
975.42 0.112416
977.369 0.102502
980.275 0.053352
982.21 0.014057
983.172 -0.015385
985.106 -0.054681
987.046 -0.08418
988.98 -0.12348
990.962 -0.06483
991.958 -0.025717
992.954 0.013399
993.95 0.052515
995.923 0.091572
999.811 0.052157
1002.73 0.022595
1004.68 0.012681
1008.59 0.022236
1010.54 0.012323
1011.52 0.022057
1013.47 0.021937
1015.42 0.012024
1017.37 0.011904
1021.28 0.001871
1026.19 0.060336
1028.15 0.070011
1031.05 0.011067
1033.95 -0.047876
1034.93 -0.047936
1037.88 -0.00894
1039.83 0.000735
1042.75 -0.028827
1044.71 -0.019152
1046.68 0.01011
1049.62 0.029519
1052.55 0.02934
1055.49 0.058542
1057.45 0.068217
1061.36 0.077772
1064.33 0.146151
1066.29 0.175413
1068.27 0.21447
1069.24 0.21441
1071.19 0.204496
1073.15 0.214171
1076.08 0.213991
1078.98 0.145254
1080.92 0.115752
1082.85 0.076456
1084.8 0.076337
1087.72 0.046775
1090.63 -0.002374
1092.58 -0.002494
1096.52 0.056031
1100.42 0.045998
1103.33 0.006642
1107.22 -0.022979
1109.17 -0.032892
1111.11 -0.07219
1115 -0.09202
1118.91 -0.08246
1120.87 -0.07279
1122.83 -0.07291
1124.78 -0.08282
1126.7 -0.13191
1127.66 -0.17114
1129.6 -0.21044
1130.55 -0.24968
1131.52 -0.27912
1133.45 -0.31841
1134.41 -0.35765
1135.36 -0.41647
1136.31 -0.45571
1137.27 -0.49495
1138.23 -0.53418
1139.17 -0.61259
1140.13 -0.65183
1141.07 -0.72045
1142.02 -0.77927
1143.94 -0.83816
1144.9 -0.87739
1145.88 -0.87745
1146.86 -0.85792
1148.85 -0.78948
1149.85 -0.75037
1150.84 -0.72105
1151.83 -0.68193
1152.83 -0.64281
1153.82 -0.6037
1157.76 -0.55497
1160.71 -0.50617
1162.69 -0.44753
1163.69 -0.40841
1164.68 -0.37909
1165.68 -0.33998
1166.67 -0.30086
1167.67 -0.26174
1169.64 -0.21289
1170.64 -0.18357
1172.61 -0.14451
1175.56 -0.10552
1178.5 -0.07631
1180.46 -0.06664
1185.36 -0.027762
1187.32 -0.027882
1189.28 -0.018207
1193.19 -0.008653
1197.09 -0.018686
1201.01 0.000663
1203.93 -0.00931
1209.81 0.019713
1212.74 0.019534
1214.7 0.029208
1221.53 0.02879
1225.46 0.067727
1228.4 0.096929
1231.36 0.155514
1232.35 0.184836
1234.33 0.223893
1236.3 0.262949
1237.29 0.292272
1239.26 0.331328
1242.21 0.370325
1244.17 0.370205
1245.12 0.330969
1247.06 0.291674
1248.02 0.262232
1249.96 0.222936
1250.91 0.1837
1253.81 0.124757
1255.75 0.085461
1258.66 0.046106
1261.58 0.016544
1265.45 -0.052253
1267.39 -0.08175
1271.3 -0.0722
1273.26 -0.06253
1276.18 -0.0725
1280.08 -0.09233
1283.98 -0.11215
1287.9 -0.0928
1293.76 -0.09316
1295.72 -0.07369
1297.68 -0.06402
1301.6 -0.025084
1304.55 0.004119
1306.5 0.004
1309.42 -0.025562
1316.26 -0.02598
1320.17 -0.006632
1322.13 -0.006751
1326.04 0.002804
1328 0.012478
1332.88 0.012179
1333.87 0.031707
1334.84 0.031648
1335.83 0.051176
1337.78 0.051056
1339.73 0.041143
1343.63 0.021316
1345.57 0.001608
1348.48 -0.057336
1350.42 -0.07704
1352.37 -0.08696
1355.28 -0.12631
1357.23 -0.13623
1359.17 -0.15593
1362.08 -0.20508
1364.01 -0.24438
1365.95 -0.27388
1366.96 -0.21518
1367.95 -0.17606
1368.93 -0.16633
1369.94 -0.10762
1370.94 -0.0685
1374.87 -0.00998
1376.82 -0.019894
1378.75 -0.07878
1381.66 -0.11813
1384.62 -0.049754
1385.62 -0.010638
