#  x                 y             frequency           intensity
0.0       0.0118130275829       21.95       0.50722
0.500062507813       0.0139981794205       26.73       0.01341
1.00012501563       0.0165229797777       41.77       0.55567
1.50018752344       0.0194272746944       51.75       0.65362
2.00025003125       0.0227531916005       80.80       0.78126
2.50031253907       0.0265448310746       131.99       0.35148
3.00037504688       0.0308478643854       138.47       0.78327
3.50043755469       0.0357090310517       143.78       0.10346
4.00050006251       0.04117553266       152.69       0.75190
4.50056257032       0.0472943216454       174.43       1.80549
5.00062507813       0.0541112866569       212.90       2.85912
5.50068758595       0.0616703394585       219.95       8.70869
6.00075009376       0.0700124119928       232.12       0.90737
6.50081260158       0.0791743761838       248.41       2.06758
7.00087510939       0.0891879031574       268.70       7.35190
7.5009376172       0.100078282697       273.04       31.25195
8.00100012502       0.11186322776       300.07       45.69096
8.50106263283       0.124551692626       321.78       23.31637
9.00112514064       0.138142736491       335.60       2.44038
9.50118764846       0.15262446699       347.38       1.52326
10.0012501563       0.167973099914       362.62       1.14260
10.5013126641       0.18415217225       398.85       1.81082
11.0013751719       0.201111945394       409.62       1.03073
11.5014376797       0.218789033873       441.73       3.44713
12.0015001875       0.237106292097       458.95       5.07250
12.5015626953       0.255972987514       476.82       5.03737
13.0016252032       0.275285283056       516.42       11.63371
13.501687711       0.294927045046       527.60       4.68873
14.0017502188       0.314770984884       541.43       3.33570
14.5018127266       0.334680134052       552.19       0.88841
15.0018752344       0.354509642471       566.21       1.78936
15.5019377422       0.374108880344       590.29       2.27930
16.00200025       0.393323813584       605.64       0.11415
16.5020627578       0.411999613105       632.53       3.70287
17.0021252657       0.429983449075       653.27       48.46943
17.5021877735       0.447127412921       655.51       7.01371
18.0022502813       0.4632915029       664.52       50.27710
18.5023127891       0.478346603611       668.78       4.30463
19.0023752969       0.492177386284       706.94       6.54024
19.5024378047       0.504685055145       734.44       15.33082
20.0025003125       0.515789865875       764.66       11.87596
20.5025628204       0.525433345096       784.60       3.99495
21.0026253282       0.533580145048       797.14       0.74105
21.502687836       0.540219474938       810.54       7.50696
22.0027503438       0.545366059796       837.13       20.07614
22.5028128516       0.549060588684       846.91       7.65272
23.0028753594       0.55136962659       859.51       17.20165
23.5029378672       0.552384977825       865.87       2.22404
24.003000375       0.552222502835       882.59       25.96037
24.5030628829       0.5510204047       883.87       11.96620
25.0031253907       0.548937015587       900.98       23.24260
25.5031878985       0.546148126825       936.93       2.93663
26.0032504063       0.542843918461       941.32       13.05753
26.5033129141       0.539225554931       947.35       11.93421
27.0033754219       0.535501522332       961.12       7.02494
27.5034379297       0.531883789625       985.71       1.62980
28.0035004376       0.528583880541       988.92       0.46568
28.5035629454       0.525808945032       993.43       0.43950
29.0036254532       0.523757918666       1016.10       15.56412
29.503687961       0.522617855476       1026.14       17.60000
30.0037504688       0.522560514485       1045.61       17.39769
30.5038129766       0.523739272761       1056.24       0.89752
31.0038754844       0.526286428448       1060.81       42.99159
31.5039379922       0.530310946239       1067.07       1.40387
32.0040005001       0.535896685518       1075.57       22.22772
32.5040630079       0.543101138178       1103.16       17.80456
33.0041255157       0.551954689521       1116.80       104.69548
33.5041880235       0.562460401905       1125.57       10.70749
34.0042505313       0.574594307478       1154.88       6.99101
34.5043130391       0.58830618376       1159.93       10.62955
35.0043755469       0.603520774421       1172.10       0.95046
35.5044380548       0.620139407709       1176.46       2.93159
36.0045005626       0.638041956843       1207.68       7.10363
36.5045630704       0.65708908063       1220.96       9.13803
37.0046255782       0.677124678635       1234.16       33.52052
37.504688086       0.697978493621       1238.71       15.21672
38.0047505938       0.719468794611       1253.28       0.22361
38.5048131016       0.741405076745       1262.12       65.64535
39.0048756095       0.763590718966       1271.74       108.95491
39.5049381173       0.785825547179       1276.20       8.64382
40.0050006251       0.807908258642       1289.26       19.97551
40.5050631329       0.829638672516       1291.03       33.41668
41.0051256407       0.850819781376       1327.38       6.24244
41.5051881485       0.871259588616       1333.03       4.90751
42.0052506563       0.89077272657       1340.19       18.39028
42.5053131641       0.90918185945       1344.74       8.30324
43.005375672       0.926318883439       1349.25       38.66141
43.5054381798       0.942025943144       1355.25       3.94321
44.0055006876       0.956156288779       1357.42       5.11639
44.5055631954       0.968575001812       1371.33       8.18313
45.0056257032       0.979159618183       1382.34       5.51347
45.505688211       0.987800677653       1386.27       10.61920
46.0057507188       0.994402225423       1391.18       0.95737
46.5058132267       0.998882288114       1403.58       2.23272
